Time,CarSpeed,rPedal,pBrakeF,pBrakeR,aSteering,Gy_FLT,Gx_FLT,pTyre_FL,pTyre_FR,pTyre_RL,pTyre_RR,TTyre_FL,TTyre_FR,TTyre_RL,TTyre_RR,
0:00,55.6,54.7,0.0,0.1,0.6,0.0,0.025,19.10,18.75,16.50,16.52,60.2,60.4,56.1,59.7,
0:02,55.6,54.9,0.0,-0.1,1.0,0.0,0.038,19.10,18.75,16.50,16.52,60.2,60.4,56.1,59.7,
0:04,55.6,54.8,0.1,0.0,1.5,0.0,0.047,19.10,18.75,16.50,16.52,60.2,60.4,56.1,59.7,
0:06,55.7,54.5,-0.1,0.0,1.7,0.0,0.050,19.10,18.75,16.50,16.52,60.2,60.4,56.1,59.7,
0:08,55.7,54.3,-0.1,-0.2,1.5,0.0,0.045,19.10,18.75,16.50,16.52,60.2,60.4,56.1,59.7,
0:10,55.7,54.3,0.0,-0.1,1.9,0.0,0.036,19.10,18.75,16.50,16.52,60.2,60.4,56.1,59.7,
0:12,55.8,54.3,-0.1,-0.2,1.9,0.0,0.022,19.10,18.75,16.50,16.52,60.2,60.4,56.1,59.7,
0:14,55.8,54.3,0.0,-0.1,1.9,0.0,0.008,19.10,18.75,16.50,16.52,60.2,60.4,56.1,59.7,
0:16,55.8,54.7,-0.2,-0.1,2.1,0.0,-0.004,19.10,18.75,16.50,16.52,60.2,60.4,56.1,59.7,
0:18,55.8,54.5,0.1,-0.1,2.4,0.0,-0.012,19.10,18.75,16.50,16.52,60.2,60.4,56.1,59.7,
0:20,55.8,54.6,-0.1,-0.1,2.3,0.0,-0.016,19.10,18.75,16.50,16.52,60.2,60.4,56.1,59.7,
0:22,55.8,54.5,-0.1,-0.1,2.3,0.0,-0.015,19.10,18.75,16.50,16.52,60.2,60.4,56.1,59.7,
0:24,55.8,54.3,-0.1,0.0,2.3,0.0,-0.012,19.10,18.75,16.50,16.52,60.2,60.4,56.1,59.7,
0:26,55.8,54.5,-0.1,0.0,2.3,0.0,-0.008,19.10,18.75,16.50,16.52,60.2,60.4,56.1,59.7,
