Time,CarSpeed,rPedal,pBrakeF,pBrakeR,aSteering,Gy_FLT,Gx_FLT,pTyre_FL,pTyre_FR,pTyre_RL,pTyre_RR,TTyre_FL,TTyre_FR,TTyre_RL,TTyre_RR,
0:00,218.5,93.2,0.8,-0.2,0.4,-0.1,0.142,18.08,17.78,15.66,15.59,29,30.3,27.1,29.7,
0:02,218.6,92.0,0.8,-0.2,0.0,-0.2,0.183,18.08,17.78,15.66,15.59,29,30.3,27.1,29.7,
0:04,218.9,91.8,1.1,0.3,0.2,-0.2,0.230,18.08,17.78,15.66,15.59,29,30.3,27.1,29.7,
0:06,219.2,92.1,1.0,0.7,-0.1,-0.2,0.260,18.08,17.78,15.66,15.59,29,30.3,27.1,29.7,
0:08,219.3,92.1,1.9,0.3,-0.3,-0.2,0.270,18.08,17.78,15.66,15.59,29,30.3,27.1,29.7,
0:10,219.5,91.9,1.8,0.4,-0.3,-0.2,0.260,18.08,17.78,15.66,15.59,29,30.3,27.1,29.7,
0:12,219.5,91.9,2.7,0.6,-0.3,-0.2,0.234,18.08,17.78,15.66,15.59,29,30.3,27.1,29.7,
0:14,219.7,91.9,1.1,0.6,-0.3,-0.2,0.199,18.08,17.78,15.66,15.59,29,30.3,27.1,29.7,
0:16,219.7,91.9,1.9,0.7,-0.3,-0.1,0.164,18.08,17.78,15.66,15.59,29,30.3,27.1,29.7,
0:18,219.9,92.0,2.0,0.4,-0.3,-0.1,0.136,18.08,17.78,15.66,15.59,29,30.3,27.1,29.7,
0:20,220.0,92.3,2.1,0.4,-0.3,-0.1,0.120,18.08,17.78,15.66,15.59,29,30.3,27.1,29.7,
0:22,220.1,92.5,3.8,1.5,-0.3,-0.1,0.117,18.08,17.78,15.66,15.59,29,30.3,27.1,29.7,
0:24,220.2,92.9,3.5,1.5,0.2,-0.1,0.122,18.08,17.78,15.66,15.59,29,30.3,27.1,29.7,
0:26,220.0,93.1,4.0,2.3,0.4,-0.1,0.132,18.08,17.78,15.66,15.59,29,30.3,27.1,29.7,
0:28,219.9,92.5,4.8,1.9,0.6,-0.1,0.138,18.08,17.78,15.66,15.59,29,30.3,27.1,29.7,
0:30,219.8,91.2,4.0,1.5,1.0,-0.1,0.136,18.08,17.78,15.66,15.59,29,30.3,27.1,29.7,
