Time,CarSpeed,rPedal,pBrakeF,pBrakeR,aSteering,Gy_FLT,Gx_FLT,pTyre_FL,pTyre_FR,pTyre_RL,pTyre_RR,TTyre_FL,TTyre_FR,TTyre_RL,TTyre_RR,
0:00,231.5,104.3,0.2,-0.1,-3.8,-0.1,0.172,21.90,21.83,18.08,18.92,60.6,59.6,46.9,47.5,
0:02,231.7,104.2,-0.1,-0.1,-4.2,-0.2,0.226,21.90,21.83,18.08,18.92,60.6,59.6,46.9,47.5,
0:04,231.9,104.2,0.1,-0.1,-4.2,-0.2,0.289,21.90,21.83,18.08,18.92,60.6,59.6,46.9,47.5,
0:06,232.2,104.2,-0.3,-0.1,-4.2,-0.3,0.336,21.90,21.83,18.08,18.92,60.6,59.6,46.9,47.5,
0:08,232.5,104.2,0.2,-0.2,-4.4,-0.3,0.361,21.90,21.83,18.08,18.92,60.6,59.6,46.9,47.5,
0:10,232.7,104.2,-0.4,0.1,-4.2,-0.3,0.366,21.90,21.83,18.08,18.92,60.6,59.6,46.9,47.5,
0:12,232.9,104.2,-0.2,-0.2,-4.4,-0.3,0.353,21.90,21.83,18.08,18.92,60.6,59.6,46.9,47.5,
0:14,233.1,104.2,-0.2,0.1,-4.2,-0.3,0.331,21.90,21.83,18.08,18.92,60.6,59.6,46.9,47.5,
0:16,233.2,104.2,0.1,-0.1,-4.2,-0.3,0.307,21.90,21.83,18.08,18.92,60.6,59.6,46.9,47.5,
0:18,233.4,104.3,-0.1,-0.1,-4.2,-0.3,0.288,21.90,21.83,18.08,18.92,60.6,59.6,46.9,47.5,
0:20,233.6,104.2,0.0,-0.1,-4.2,-0.3,0.278,21.90,21.83,18.08,18.92,60.6,59.6,46.9,47.5,
0:22,233.7,104.2,0.0,0.1,-4.0,-0.3,0.277,21.90,21.83,18.08,18.92,60.6,59.6,46.9,47.5,
0:24,234.0,104.1,0.0,0.0,-3.8,-0.3,0.283,21.90,21.83,18.08,18.92,60.6,59.6,46.9,47.5,
0:26,234.0,104.1,0.1,0.0,-4.0,-0.2,0.293,21.90,21.83,18.08,18.92,60.6,59.6,46.9,47.5,
0:28,234.0,104.1,0.1,-0.1,-4.2,-0.2,0.301,21.90,21.83,18.08,18.92,60.6,59.6,46.9,47.5,
0:30,234.2,104.1,0.1,0.1,-3.6,-0.2,0.306,21.90,21.83,18.08,18.92,60.6,59.6,46.9,47.5,
0:32,234.4,104.1,0.1,-0.1,-3.8,-0.2,0.306,21.90,21.83,18.08,18.92,60.6,59.6,46.9,47.5,
0:34,234.5,104.1,0.1,0.4,-4.0,-0.2,0.304,21.90,21.83,18.08,18.92,60.6,59.6,46.9,47.5,
0:36,234.8,104.0,-0.3,-0.3,-4.2,-0.2,0.300,21.90,21.83,18.08,18.92,60.6,59.6,46.9,47.5,
0:38,235.2,104.1,0.3,0.3,-4.0,-0.2,0.297,21.90,21.83,18.08,18.92,60.6,59.6,46.9,47.5,
0:40,235.3,104.1,-0.2,-0.1,-4.4,-0.2,0.296,21.90,21.83,18.08,18.92,60.6,59.6,46.9,47.5,
0:42,235.4,104.2,-0.1,-0.1,-4.6,-0.2,0.298,21.90,21.83,18.08,18.92,60.6,59.6,46.9,47.5,
0:44,235.4,104.3,-0.1,0.0,-4.6,-0.2,0.301,21.90,21.83,18.08,18.92,60.6,59.6,46.9,47.5,
0:46,235.6,104.1,0.0,-0.3,-4.6,-0.2,0.304,21.90,21.83,18.08,18.92,60.6,59.6,46.9,47.5,
0:48,236.0,104.2,0.1,0.0,-4.8,-0.2,0.304,21.90,21.83,18.08,18.92,60.6,59.6,46.9,47.5,
0:50,236.3,104.1,0.0,-0.2,-4.6,-0.2,0.302,21.90,21.83,18.08,18.92,60.6,59.6,46.9,47.5,
0:52,236.5,104.1,0.1,0.0,-4.6,-0.2,0.298,21.90,21.83,18.08,18.92,60.6,59.6,46.9,47.5,
0:54,236.6,104.1,-0.1,0.0,-4.4,-0.2,0.293,21.90,21.83,18.08,18.92,60.6,59.6,46.9,47.5,
0:56,236.7,104.2,0.1,-0.1,-4.2,-0.2,0.289,21.90,21.83,18.08,18.92,60.6,59.6,46.9,47.5,
0:58,236.8,104.2,-0.3,-0.1,-4.0,-0.2,0.287,21.90,21.83,18.08,18.92,60.6,59.6,46.9,47.5,
0:60,237.0,104.1,-0.2,-0.1,-4.2,-0.2,0.288,21.90,21.83,18.08,18.92,60.6,59.6,46.9,47.5,
0:62,237.5,104.1,0.1,-0.1,-4.0,-0.2,0.289,21.90,21.83,18.08,18.92,60.6,59.6,46.9,47.5,
0:64,237.7,104.2,0.2,-0.1,-4.2,-0.2,0.289,21.90,21.83,18.08,18.92,60.6,59.6,46.9,47.5,
0:66,237.7,104.2,-0.2,-0.1,-4.0,-0.2,0.286,21.90,21.83,18.08,18.92,60.6,59.6,46.9,47.5,
0:68,237.7,104.3,0.1,-0.1,-4.4,-0.2,0.281,21.90,21.83,18.08,18.92,60.6,59.6,46.9,47.5,
0:70,237.5,104.0,-0.1,0.0,-4.2,-0.2,0.273,21.90,21.83,18.08,18.92,60.6,59.6,46.9,47.5,
0:72,237.7,104.1,-0.2,0.0,-4.4,-0.2,0.266,21.90,21.83,18.08,18.92,60.6,59.6,46.9,47.5,
0:74,238.0,104.2,-0.2,0.2,-4.2,-0.2,0.262,21.90,21.83,18.08,18.92,60.6,59.6,46.9,47.5,
0:76,238.4,104.1,0.1,0.0,-4.0,-0.2,0.263,21.90,21.83,18.08,18.92,60.6,59.6,46.9,47.5,
0:78,238.6,104.1,-0.1,0.2,-4.0,-0.1,0.271,21.90,21.83,18.08,18.92,60.6,59.6,46.9,47.5,
0:80,238.7,104.0,0.0,-0.3,-4.2,-0.1,0.284,21.90,21.83,18.08,18.92,60.6,59.6,46.9,47.5,
