Time,CarSpeed,rPedal,pBrakeF,pBrakeR,aSteering,Gy_FLT,Gx_FLT,pTyre_FL,pTyre_FR,pTyre_RL,pTyre_RR,TTyre_FL,TTyre_FR,TTyre_RL,TTyre_RR,
0:00,215.0,92.8,-0.2,0.2,-6.3,-0.4,0.135,17.63,17.23,15.58,15.23,25.4,24.4,22.5,23.9,
0:02,215.2,93.1,-0.4,0.2,-6.1,-0.5,0.190,17.63,17.23,15.58,15.23,25.4,24.4,22.5,23.9,
0:04,215.6,93.8,0.3,0.3,-4.8,-0.6,0.259,17.63,17.23,15.58,15.23,25.4,24.4,22.5,23.9,
0:06,215.9,93.9,-0.1,0.0,-4.3,-0.7,0.311,17.63,17.23,15.58,15.23,25.4,24.4,22.5,23.9,
0:08,216.0,94.4,0.0,0.1,-4.5,-0.8,0.338,17.63,17.23,15.58,15.23,25.4,24.4,22.5,23.9,
0:10,216.2,94.3,0.1,0.5,-4.5,-0.8,0.336,17.63,17.23,15.58,15.23,25.4,24.4,22.5,23.9,
0:12,216.2,93.5,-0.1,0.0,-6.7,-0.8,0.311,17.63,17.23,15.58,15.23,25.4,24.4,22.5,23.9,
0:14,216.4,92.2,-0.2,0.2,-7.9,-0.8,0.272,17.63,17.23,15.58,15.23,25.4,24.4,22.5,23.9,
0:16,216.6,91.7,0.1,0.2,-8.3,-0.8,0.234,17.63,17.23,15.58,15.23,25.4,24.4,22.5,23.9,
0:18,217.0,91.8,-0.2,0.3,-8.3,-0.7,0.208,17.63,17.23,15.58,15.23,25.4,24.4,22.5,23.9,
0:20,217.3,93.0,-0.2,0.0,-7.4,-0.8,0.201,17.63,17.23,15.58,15.23,25.4,24.4,22.5,23.9,
0:22,217.4,94.0,0.1,0.4,-6.1,-0.8,0.213,17.63,17.23,15.58,15.23,25.4,24.4,22.5,23.9,
0:24,217.5,94.9,-0.2,0.3,-5.0,-0.8,0.239,17.63,17.23,15.58,15.23,25.4,24.4,22.5,23.9,
0:26,217.6,95.0,-0.1,0.2,-5.0,-0.9,0.268,17.63,17.23,15.58,15.23,25.4,24.4,22.5,23.9,
0:28,217.7,94.4,0.3,0.4,-4.8,-0.9,0.290,17.63,17.23,15.58,15.23,25.4,24.4,22.5,23.9,
0:30,217.7,93.7,-0.2,0.3,-4.8,-0.9,0.297,17.63,17.23,15.58,15.23,25.4,24.4,22.5,23.9,
0:32,217.9,93.2,-0.2,0.2,-5.0,-0.9,0.286,17.63,17.23,15.58,15.23,25.4,24.4,22.5,23.9,
0:34,218.1,93.0,0.1,0.4,-4.6,-0.8,0.262,17.63,17.23,15.58,15.23,25.4,24.4,22.5,23.9,
0:36,218.3,93.0,0.0,0.2,-4.8,-0.8,0.233,17.63,17.23,15.58,15.23,25.4,24.4,22.5,23.9,
0:38,218.6,93.2,-0.2,0.2,-5.0,-0.7,0.210,17.63,17.23,15.58,15.23,25.4,24.4,22.5,23.9,
0:40,218.8,93.1,0.1,0.4,-4.0,-0.7,0.200,17.63,17.23,15.58,15.23,25.4,24.4,22.5,23.9,
0:42,218.8,93.5,0.1,0.2,-3.6,-0.7,0.207,17.63,17.23,15.58,15.23,25.4,24.4,22.5,23.9,
0:44,218.8,93.9,-0.1,0.2,-3.0,-0.7,0.228,17.63,17.23,15.58,15.23,25.4,24.4,22.5,23.9,
0:46,218.8,93.9,0.3,0.4,-3.2,-0.6,0.256,17.63,17.23,15.58,15.23,25.4,24.4,22.5,23.9,
0:48,218.9,93.0,0.0,0.3,-3.4,-0.6,0.282,17.63,17.23,15.58,15.23,25.4,24.4,22.5,23.9,
0:50,219.2,91.0,0.1,0.0,-3.4,-0.6,0.295,17.63,17.23,15.58,15.23,25.4,24.4,22.5,23.9,
0:52,219.6,90.4,1.0,0.9,-2.4,-0.6,0.290,17.63,17.23,15.58,15.23,25.4,24.4,22.5,23.9,
0:54,219.8,90.9,2.1,1.6,-1.2,-0.5,0.266,17.63,17.23,15.58,15.23,25.4,24.4,22.5,23.9,
0:56,219.8,91.6,3.2,2.2,-0.6,-0.4,0.227,17.63,17.23,15.58,15.23,25.4,24.4,22.5,23.9,
0:58,219.7,91.4,4.5,2.3,-0.2,-0.4,0.181,17.63,17.23,15.58,15.23,25.4,24.4,22.5,23.9,
0:60,219.6,90.8,5.2,2.6,0.2,-0.3,0.135,17.63,17.23,15.58,15.23,25.4,24.4,22.5,23.9,
0:62,219.5,89.6,5.4,3.7,0.6,-0.2,0.092,17.63,17.23,15.58,15.23,25.4,24.4,22.5,23.9,
0:64,219.7,88.5,8.1,4.3,1.2,-0.1,0.053,17.63,17.23,15.58,15.23,25.4,24.4,22.5,23.9,
0:66,219.8,88.0,7.7,5.5,2.3,-0.1,0.016,17.63,17.23,15.58,15.23,25.4,24.4,22.5,23.9,
0:68,219.8,88.6,10.6,7.6,2.6,0.0,-0.026,17.63,17.23,15.58,15.23,25.4,24.4,22.5,23.9,
0:70,219.6,89.1,14.5,7.7,3.4,0.1,-0.077,17.63,17.23,15.58,15.23,25.4,24.4,22.5,23.9,
0:72,219.2,89.1,12.5,8.7,3.4,0.1,-0.141,17.63,17.23,15.58,15.23,25.4,24.4,22.5,23.9,
0:74,218.3,88.7,16.7,9.9,3.6,0.2,-0.217,17.63,17.23,15.58,15.23,25.4,24.4,22.5,23.9,
